beer_id,name,all_text
61,Anchor Porter,porter flavours porter flavors porters flavors porter flavour porters flavor porters flavored porter flavor flavored porter darker porters porter flavored porter tasty porter tasting porter flavourful flavors porters tasty porter porter flavorful flavour porters flavor porters tasting porter delicious porter porter delicious flavors porter porters delicious darker porter tastes porters porter brewing porters tastes porter coffee porter tastes porter brew porter beers vanilla porters porter flavorfull porter vanilla brewing porter porter chocolate flavorful porter porters brew porters stout porters stouts porter aromas brewed porter porter darker porters aroma porter sweetness brew porters porters coffee tastes porter porter ale brew porter smoothest porter porter aroma chocolate porter porter stout porters tasted lighter porters style porters creamiest porters porters chocolate blackest porters porter color porters blackish porters bitter stout porter porter bitter porter style distinctive porter stouts porters coffee porters brewshed porter porter tasted color porters recommended porter coffee porter porter roast flavor porter porters anchor traditional porter anchor porters style porter drinkable porters porters black porter drink bitter porter smooth porter drinkable porter anchor brewing porter traditional porter anchor roast porters homebrewed porter porter smooth porters brewed porter creaminess roast porter porters drink anchor brew drink porters stout flavors porters smooth black porter delightful porters lighter stout roasty porters porter brewed tasted porter porter darks color porter aroma porter stout black anchor brews creaminess porters porter food porter drinkability porter delight unconventional porter anchor porter stouts black taster porter alcohol porters make porter different porters creamy porter recommend porters porter cocoa drinking porters tastiest porter creamy porters drink porter appetizing porter porter 12oz finest porters sweet porters enjoy porters porter variations porterish cocoa porter porters recomend definitive porters stout darker porter colored porters roast typically porterish darker brews stout flavor porters smoothness specific porter mixed porter drinking porter porter type
63,Anchor Steam Beer,steam beers beers steam beers flavor brewer flavor anchor beers aroma beers flavorful beers steam ale steam brewery ale steam anchor brewing beers anchor steam brew brew flavour anchor brewery brewer tasting steam flavor anchor brews steam drinkability brew flavor coast beers brewery tastes drinkability steam american brewing tasting beers steam flavorful style beers steam flavored steam fermented flavors beers brewing steam alternative beers brewer anchor brewery maltiness tasting steam flavorful brew lager beers style brewing brews steam brewery beers hoppier beers coast brews flavored brew brewing anchor american beers beers ipa smoothest beers brewery recommend beers particular ale flavor coast brew brewed anchor tasting brew brewed flavor fancy beers lager ipa traditional breweries beers lagers coast brewing traditional brewing flavorful steam brewing style american brew beers style stout tasty flavorful lagers brewery american beers satisfying brewing beers beers microbrews brew anchor american brews european beers brew enjoying tasting brews brew flavors anchors beers attractive brew delicious beers interesting beers selection beers curious brewery flavors brew flavor brew ales flavor lagers ale ale flavors citrus beers alcohol flavor lager flavor lager brewery lagers ales remaniscent beers lagers flavour tasty steam california beers beers american steam brewed lager steam beers distinctly favorite beers beers smooth beers creamy beers brewery ale brewery aleish flavor brew style brewery best drinkable steam enjoyable brew yuengling lager lager flavour flavors ale tasty brew beers pleasant traditional brewed coast brewery hops beers brew interesting satisfying beers relaxation beers beers similar brew brewery beers uncommon unique beers brewing classic favorite brews ipa lager brew delicious historic brewing californian brew lager brews enjoy brewery brewer hop regional brewing alcohol flavors steamy aroma alcohol brew beers lager brew aroma beers mild creamy beers comparison beers beers prefer brew california german beers pleasant brew steam lager popular brewer interesting brew
65,Budweiser,budweiser flavor budweiser aroma tasting budweiser aroma budweiser distinctive budweiser budweiser style budweiser look budweiser tastes budweiser looks style budweiser budweiser tasted budweiser pretty budweiser brew budweiser elegant budweiser enjoyed make budweiser budweiser review budweiser beers budweiser plain budweiser horrible fresh budweiser budweiser terrible tastes budweiser description budweiser budweiser awful budweiser interesting flavor budweiser review budweiser brewed budweiser appropriate budweiser reviewing budweiser budweiser slightly beers budweiser budweiser amazing styles budweiser budweiser mild budweiser appearance drinkability budweiser budweiser fresh brews budweiser budweiser sweet budweiser kind budweiser enjoyable budweiser bad american budweiser budweiser great budweiser decent budweiser make seasoned budweiser budweiser disgusting terrible budweiser makes budweiser budweiser extremely budweiser brewed budweiser regard budweiser particular compared budweiser budweiser better budweiser best budweiser smell budweiser appropriate budweiser appears noticeable budweiser decent budweiser recommend budweiser does budweiser budweiser impressed opinion budweiser enjoyable budweiser spectacular budweiser regular budweiser budweiser different budweiser awesome reviewed budweiser budweiser domestic better budweiser budweiser drink budweiser judged budweiser mainstream budweiser highly budweiser smells original budweiser sweet budweiser budweiser practically freshness budweiser budweiser touted budweiser impresses bad budweiser budweiser introduced budweiser legit pleasant budweiser breweries budweiser complicated budweiser budweiser makes bottled budweiser budweiser quite evaluate budweiser choice budweiser brand budweiser rating budweiser budweiser american budweiser consistant considers budweiser budweiser popular tasted budweiser budweiser best budweiser bitter budweiser budweiser option considering budweiser budweiser honestly choices budweiser smooth budweiser budweiser especially budweiser rated budweiser boring popularity budweiser smell budweiser special budweiser budweiser colour budweiser consumed budweiser consistent love budweiser old budweiser ales budweiser budweiser similar budweiser solid enjoyed budweiser smells budweiser budweiser watered inexpensive budweiser budweiser brewers budweiser bodied budweiser impressive budweiser smoothest budweiser regular real budweiser standard budweiser looks budweiser budweiser respectable yields budweiser budweiser ba budweiser alright drinking budweiser budweiser products budweiser drinking enjoy budweiser budweiser lager rice budweiser budweiser product
73,Young's Double Chocolate Stout,chocolateness stout chocolately stout stout chocolate chocolates stout chocolatey stout chocolate stout stout chocolatey chocolatey stouts chocolate stouts stouts chocolate chocolate stoute chocolaty stout chocolatish stout chocolaty stouts brewery chocolate brewer chocolate chocolate brew chocolately brew chocolatey brew brewer chocolately chocolatiness stout beers chocolate brew chocolate stout chocolaty stout sweetness chocolate beers chocolate brews recommended stout moderate chocolate sweetness stout quality stout brewed chocolate stout review considering stout creaminess stout chocolate brewer stout suggestions stout cocoa stout pleasantly flavors stout tastey stout nitro stout sweet stout stout sweet suggest stout stout reviews chocolatey ale flavorful chocolate stout appealing chocolate excellent attractive stout stout flavour chocolate ale flavorful stout enjoyable stout quality chocolate brews chocolate decent chocolate recommend stout stout quality smoothest stout stout flavors stout tasting decent stout chocolately sweetness chocolate drinkability chocolate review alcoholic chocolate recommended chocolate sweeter stouts stouts quality pleasant chocolate review chocolate chocolatey sweetness sweetish chocolate chocolaty beers preferable stout stout amazingly chocolate recomend chocolate reviews stouts flavorful chocolate exceptionally nitro stouts chocolate sweetness chocolate quality suggested chocolate stout delicious definitely stout flavour stouts stout honestly delicious stout flavors stouts chocolate pleasant perfect stout beginner stout stout nitro quality stouts flavored stout stout flavor chocolate deliciousness stout imo sweetness chocolate chocolate moderate slight stout chocolatiest beers stout amazing exceptional chocolate chocolate tasting chocolate pleasantly smoothest stouts incredible stout chocolate underwhelming drinkable chocolatey stout tasty tasting stout beautiful stout chocolately flavor stout personally stout sweeter chocolate doublely mouthfeel stout lightest stouts chocolate flavor mediocre stout chocolatey flavor flavor stout pleasant stout chocolate sweetish chocolate amazingly ale chocolate definitive stout stouts cocoa amazing stout choclatey stout flavoring chocolate spectacular stout stouts sweet stout totally chocolate decent outstanding stout roastiness stout exceptional stout stout recommend sweetened chocolate stout chocolatty pleasant chocolately powerful stout exceptionally stout best stout drinkability chocolate
74,Post Road Pumpkin Ale,pumpkin ale pumpkin ales pumpkinhead ale ale pumpkin beers pumpkin pumpkin beers pumpkin flavour brewing pumpkin tastey pumpkin pumpkin brew pumpkin stout pumpkin flavor pumpkin beverage brew pumpkin ales pumpkin pumpkin drinkability pumpkin flavours pumpkin flavorings flavours pumpkin flavour pumpkin brewed pumpkin pumpkiny flavored pumpkiny aroma pumpkin tasting drinking pumpkin pumpkin flavoring stout pumpkin pumpkin flavors pumpkin brews drinkability pumpkin tastey pumpkiny pumpkin flavouring flavored pumpkin brew pumpkins pumpkin aroma flavored pumpkins pumpkin aromas pumpkins drink brewery pumpkin pumpkin flavored drinkable pumpkin pumpkin drinkable fermentation pumpkin aromas pumpkin flavors pumpkin fermented pumpkin tasting pumpkin pumpkin sweetness pumpkin yeasty tasty pumpkin pumpkin tastes pumpkin cinnamon fermented pumpkins pumpking flavor pumpking flavors flavor pumpkiny aromas pumpkins pumpkiny cinnamon aroma pumpkin flavorful pumpkin pumpkin delicious drink pumpkin flavor pumpkin pumpkin bitter pumpkin caramalts pumpkin flavorspicy aroma pumpkins flavor pumpkins cinnamony pumpkin cinnamon pumpkin tastes pumpkin tasting pumpkins pumpkin spicey pumpkins tastes pumpkin tint pumpkin quality cinnamonny pumpkin pumpkin amber pumpkin soda pumpkin vanilla sweetness pumpkin pumpkin ingredient pumpkins mild bland pumpkin tastes pumpkins stylish pumpkin natural pumpkin pumpkin smell sugary pumpkin bitter pumpkin pumpkin spiciness smells pumpkiny pumpkin mild smell pumpkiny pumpkin make naturally pumpkin sugared pumpkin pumpkin characteristics delicious pumpkin homemade pumpkin ingredient pumpkin pumpkin fresh pumpkiny spice pumpkin darkish quality pumpkin spices pumpkin pumpkiny spices pumpkins spice ale flavours pumpkin freshness spicey pumpkin pumpkin pumpkiny yeast pumpkin pumpkin tartness ingredient pumpkins pumpkin evident pumpkin naturally pumpkin spices pumpkin effevescent pumpkin spice pumpkin lager pumpkin kind pumpkin look pumpkin looks pumpkins sugar pumpkin smells bittering pumpkin mild pumpkin pumpkin yumminess milder pumpkin ale flavor traditional pumpkin pure pumpkin grainy pumpkin make pumpkin definitely pumpkiny pumpkin scent beery flavors pumpkins spices style pumpkin pumpkin foamy pumpkin looking tasted pumpkin blandest pumpkin pumpkin liquid pumpkin sweet orangeish pumpkin spiciness pumpkin pumpkin sip flavored ale
88,IPA,satisfactory ipa recommended ipa enjoyable ipa ipa great decent ipa best ipas best ipa regarded ipa flavorful ipa smoothest ipa flavorful ipas delicious ipa ipas recommendable substantial ipa smoothest ipas ipas pleasantly ipa reasonably ipas exceptionally ipa fantastic ipa affordable ipa decent ipa flavorful finest ipas quality ipa greatest ipa exceptional ipa fruitiest ipas ipa decently definitive ipa quality ipas incredible ipa ipas recommendation brilliant ipa ipa amazing moderate ipa ipa enjoyable ipas exceptional ipas great outstanding ipa ipa extremely great ipas ipa stout incredible ipas ipa deliciously delicious ipas worthy ipa amazing ipas phenomenal ipa ipa quality fantastic ipa ipa incredibly ipa fantastically favorite ipas pricey ipas ipa delicious ipa recommended experienced ipa favorite ipa ipa ale ipa personally ipas enjoyable unbelievable ipa ipas review hoppier ipas ipa flavour ipa hugely amazing ipa ipa honestly pleasant ipa ipa wonderful ipas amazingly average ipa curious ipas ipa flavor recommend ipa looking ipa reliable ipas ipas amazing great ipa ipa tremendously ipa review american ipas tasty ipa contemporary ipa mediocre ipas ale ipas ipa wonderfully particular ipa beers ipa ipa beautifully terrific ipa spectacular ipa drinkability ipa ipa worthy rare ipa ipa awesomely ipa highly ipas delicious ipa moderately ipa pleasant ipas excellent ipa recommend wonderful ipas interesting ipa premium ipas flavors ipa considering ipa reviewed ipa ipas ipa powerful ipa brewery ipa ipas phenomenal fine ipa ipa excellent ipas opinion ipa choice enjoying ipa ipas tasting ipas appreciate american ipa ideal ipa satisfying ipa ale ipa flavor ipa intriguing ipas ipas drinkability comparable ipas ipa best standard ipas ipa ipas flavored ipa flavors ipas style ipa ipa delight ipa ipa hops ipa mild ipas overwhelming ipas beautiful ipa current ipa ales ipas hop ipa unusual ipa ipas remarkably ipa preferred wonderful ipa appropriate ipa premium ipa ipa goodness successful ipas
90,Smoked Porter,porters smoked smoked porter smoked porters porter smoke porters smoke porter tasting porters smoky porter flavor porter flavored stout smoked porters flavorful flavored porter porter smoked smoke porters smoke porter smoked brew brewing smoked stout smoke porter flavorful porter flavors porter beers smoky porters tasting porter smoked stout porter smoky porter ipa smoked brews smoked flavoring brewing porter porter flavourful smoked flavor porter aroma smoked flavors porters aroma brew smoked smokey flavorful porter smokiness smokey flavors smokey porter brewings smoked porter tastes porter smokey smokey flavor smoky porter smokey flavoring porter brew porter aromas smoke brew porters tastes flavors smoked brewed smoked smoke flavors smoked flavour smokey flavour smoke flavoring smoke flavor smokey beers porterish ashtrayish brews smoked delicious smoked flavorful porter stouts smoky smoky stout smoky tasting smoke flavour tasty smoked stout smokey brew smoke smoky beers smoker brew smoke sweetness drinking porter porters tasted stout smoky smoke flavored tasty porter porter tasted smoky flavors porters brew smoky flavour flavored smoke porter roastiness porter drinks smoked flavours smoky flavor flavour smoked delicious porter smokey sweetness coffeeish smoked porter stout brew smokiness porter tasty porter smell flavors porter flavors smoky tastes porter brews porter tasteing smokey tasting smoke flavorful smoky porter drink flavor smoked flavors smokey charred porter porter charred smoked beautifully smoky flavours flavor porters beers smoky smoked beers porter barbecue drink porters characteristics smoked drinkable porter tastes smoked smokiest porter charcoal smokiness drink porter beers porters porter scents brew smokey flavour smoky charcoal flavor flavors smoke porters drink flavor charcoal smoking flavor delicious porters flavors charcoal smokey tasted flavour porter porter bitter porter drinking porter smells charcoal flavors smoke delicious porter style flavorwise smoked smoked tastes smoked style porters stouts smoked aroma flavors smokiness tasted smoked porter vanilla smokiness charcoal stout porters stout porter beers smoked roastiness porter
92,Arrogant Bastard Ale,arrogant ale beers arrogant alcohol arrogant beverage arrogant ale arrogant brewing arrogant drink arrogant bastard ale arrogant brew drinking arrogant finest ale ales arrogant drinkable arrogant arrogant brewing bastard ales brew arrogant ale quality brewery arrogant arrogant drinking ipa arrogant drinkability arrogant arrogant beering arrogant drinker drinkable arrogance quality ale brew arrogance arrogance brew drinkers arrogance drinker arrogant brewed arrogant harsh ale delicious ale drinking arrogance ale drinkability aggressive ale ale terrible bold ale tasty ale ale worthy ale bittersweet ale bitter ale bitterness stronger ales brews arrogance powerful ale ale delicious brewpub arrogant stronger ale tasting ale arrogance brewery strong ales strong ale outstanding ale bitter ale fierce ale ales exceptional ale sweetness poundable ale stout ale cocky brew rich ale ale tasty prevalent ale bitterness ale appreciate ale ale stout ale profound smoothest ale drinkability ale ales worthy ale characteristics style ale ale exceptional ale compared bastard beers dominates ale beautiful ale flavoured ale bottled arrogant heavy ale ale flavor ale outrageously ales characteristics beers exceptionally ale highly ale remarkably solid ale ale alcohol ales solid drinkable ale ale somewhat ales tastes best ales ale tastes ale overpowering 22oz arrogant darker ale ale truly best ale fine ale ale slight flavors arrogant ale heavier flavorful ale arrogance 22oz tastes arrogant ale stronger ale flavors beverage ale darker ales rounded ale sweetness ale ale pleasant ale tremendous ale rated drinkability bastard ale great sip arrogant ale drinkable favorite ales tasted ales finest beers ale beware great ales wise ale beers bland ales belligerent ale strength weaker beers ale style ales quite ale thinner love ale typical ale arrogance flavors bland beers brewed ales fantastic ale favorite ale ale bold type ale ales higher aggressive beers flavorful arrogant definite ale flavored ale sweeter ale ale outstanding ale incredibly ales strong
99,Spaten Optimator,darker beers maltiest beers darker brew optimator beers maltier beers beers doppelbock doppelbock sweetness brewed doppelbock beers delicious brews doppelbock brew doppelbock flavored beers perception beers doppelbock brew beers optimator beers sweet exceptional brew flavorful brew tasting beers maltier tasting malty beers doppelbock alcohol beers decent beers solid ipas darker beers aroma brew looking tasting doppelbock alcohol doppelbock brew bitter doppel sweetness german beers reviewing beers doppelbock flavor tasting brew quality beers chocolate beers flavorful alcohol germany beers brew doppel drinkability beernique quality brew brew excellent bavarian brew malt sweetness malted sweetness beers german concern beers moderate sweetness licorish bittering recommended beers flavorful doppelbock alcohol sweetness satisfying beers flavored brew brew flavor beers trogenator looking brew beers brown chocolate licorish tasting malt doppel alcohol beers germany darkness brew brewed malt positive beers brewers delicious beers roasty sweetness brew decent brew brew malt sweetness licorice doppel flavor flavors doppels brown ale pleasant brew beautiful beers bitter malt alcoholwise malt tasty brew doppelbock chocolate flavoring malt sweetness alcohol remarkably brew beers great bitter malts doppelbock drinkability tasting brews doppelbocks flavorful doppelbock delicious appropriate brew darker malts beers condition beers tasted doppelbocks flavours alcohol bitter disgusting beers alcohol brown sweet beers drinkability doppelbock malt flavors definitive sweetness delicious doppelbock sweetness malted doppelbock lighter malts sweetness doppelbock tastes colored brew beers preference munich brew pale brew darker malt lighter beers black licorice drinkable doppelbock styles beers flavors malt tasting doppels doppelbock tasted alcohol sublime brew enjoy alcohol flavors brown ales best beers fine brew perfect brew brew lightly brown brew malt alcohol sweetness alchohol pale ale flavors alcohol recommended brew tasting doppel german brew lighter doppelbock malts bitter beers enjoyable flavorful malts chocolate alcohol sweetness malts alcoholic flavor roastedness brew favorite beers bitter flavorful malts brewing malt flavor pretty beers doppelbock tasty bitter alcohol
100,Blue Moon Harvest Moon Pumpkin Ale,pumpkin ale pumpkin brewing beers pumpkin drinkability pumpkin pumpkin beers pumpkin brew pumpkin ales brewery pumpkin moon beers brew pumpkin pumpkin alcohol pumpkin tasting ale pumpkin pumpkin flavour brewpub pumpkin beverage pumpkin pumpkin drink pumpkins ales pumpkin drinks brewed pumpkin tasting pumpkin pumpkin sweetness moon pumpkin pumpkin brews recommend pumpkin suggestive pumpkin drinkable pumpkin pumpkin flavor pleasant pumpkin moon brews pumpkin recommend moon brewing ales pumpkin brewers pumpkin moon brewery pumpkin blue sweetness pumpkin aroma pumpkin moons beers brewed pumpkins flavored pumpkin pumpkin appealing pumpkin flavors pumpkin amber suggestions pumpkin drinking pumpkin pumpkin aroma pumpkin flavorings try pumpkin pumpkin preferable aromas pumpkin pumpkin drinking pumpkin flavoring quality pumpkin flavors pumpkin considering pumpkin moon brewed pumpkin excellent pumpkin mild decent pumpkin astringency pumpkin mild pumpkin natural pumpkin pumpkin aromas pumpkin vanilla astringent pumpkin pumpkin decent pumpkin sip experiences pumpkin mellow pumpkin pumpkin tastes pumpkin flavored bland pumpkin desserty pumpkin drink pumpkin pumpkined sweet pumpkin enjoyed amber pumpkin tempting pumpkin sip pumpkin pumpkin sweet homemade pumpkin pumpkin great flavor pumpkin pumpking flavors pumpkin tone pumpkin tasted pumpkin essence tone pumpkin trying pumpkin drinkers pumpkin acetaldehyde pumpkin pumpkin opinion tones pumpkin prefer pumpkin brew blue harvest ale pure pumpkin sugar pumpkin consumption pumpkin beers blue enjoyable pumpkin spiciness pumpkin aromas pumpkins delicious pumpkin tastes pumpkin consider pumpkin pumpkin worthy moderate pumpkin blandest pumpkin pumpkin cinnamon pumpkin lager quality pumpkins effective pumpkin interesting ipa pumpkin spiciness oktoberfest pumpkin cinnamon pumpkin pumpkin poured plentiful pumpkin pumpkins serving pumpkin overpowering stellar pumpkin pumpkin heavily pumpkin evident comparison pumpkin solid pumpkin oktoberfest beers pumpkin refreshing pumpkin canned traditional pumpkin pumpkin puree pumpkin creaminess nature pumpkin pumpkin earthiness pumpkin sweeter pumpkin oktoberfest pumpkin definately pumpkin bland tried pumpkin pumpkin earthy pumpkin definitely pumpkin citrus dull pumpkin make pumpkin pumpkin style pumpkin tones pumpkin presented brew amber pumpkin kind
